symbol,date,recommendation,combined,intrinsicv_value,market_price,pe_ratio,rsi,macd_signal,bollinger_signal,trend_signal,fundamental_signal,risk_signal,dividiend_signal,score
FR,9/20/2024,SELL,SELL,0,55.50999832,25.98122,40.45173267326732,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
FRA,9/20/2024,SELL,SELL,0,13.15999984741211,9.453238,75.08845093896886,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
FRO,9/20/2024,HOLD,HOLD,0,22.25,8.370599,56.21411093,BUY,HOLD,downward,SELL,BUY,HOLD,0
FRT,9/20/2024,SELL,SELL,0,113.02999877929688,33.0614,17.79523661341308,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
FSCO,9/20/2024,HOLD,HOLD,0,6.329999923706055,5.461207,68.51850217,BUY,HOLD,downward,SELL,BUY,HOLD,0
FSK,9/20/2024,HOLD,HOLD,0,19.719999313354492,8.737778,63.15912678150235,BUY,HOLD,downward,SELL,BUY,HOLD,0
FSS,9/20/2024,SELL,SELL,0,91.56999969482422,27.681402,84.65758708,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
FT,9/20/2024,SELL,SELL,0,7.5,17.045454,70.26461285441633,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
FTHY,9/20/2024,SELL,SELL,0,14.90999984741211,10.136803,78.98103996532092,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
FTI,9/20/2024,SELL,SELL,0,27.219999313354492,24.727272,91.74527357633735,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
FTK,9/20/2024,SELL,SELL,0,5.309999942779541,87.5,93.02327816436103,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
FTV,9/20/2024,SELL,SELL,0,76.33999633789062,30.574295,80.08625601948582,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
FTS,9/20/2024,SELL,SELL,0,44.68000030517578,18.978634,45.04791514576857,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
FUL,9/20/2024,HOLD,HOLD,0,81.40000153,28.044485,62.011175565491286,BUY,HOLD,downward,SELL,BUY,HOLD,0
FUN,9/20/2024,HOLD,HOLD,0,41.459999084472656,17.275,48.579167105434315,BUY,HOLD,downward,SELL,BUY,HOLD,0
FVRR,9/20/2024,HOLD,HOLD,0,25.459999084472656,85.48333,64.17113118,BUY,HOLD,downward,SELL,BUY,HOLD,0
G,9/20/2024,SELL,SELL,0,38.68000030517578,10.847458,51.391293530518006,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GAB,9/20/2024,SELL,SELL,0,5.5,11.595744,75.40109626310314,BUY,SELL,downward,SELL,BUY,HOLD,-0.5
GAM,9/20/2024,SELL,SELL,0,53.470001220703125,4.1817827,89.02947610026348,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GATO,9/20/2024,SELL,SELL,0,15.59000015258789,39.205128,86.44689073355195,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GATX,9/20/2024,SELL,SELL,0,138.07000732421875,21.221539,74.65802523574506,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GB,9/20/2024,SELL,SELL,0,5.46999979,42.346157,61.963181748903494,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GBCI,9/20/2024,SELL,SELL,0,46.24000168,28.45427,72.53220664205031,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GBLI,9/19/2024,HOLD,HOLD,0,32.5,12.795276,53.62034406948577,BUY,HOLD,downward,SELL,BUY,HOLD,0
GBAB,9/20/2024,SELL,SELL,0,17.829999923706055,19.24731,34.97075748446318,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GBX,9/20/2024,SELL,SELL,0,51.220001220703125,13.559055,93.38347702031312,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GD,9/20/2024,HOLD,HOLD,0,306.8699951171875,23.862432,62.48238815221228,BUY,HOLD,downward,SELL,BUY,HOLD,0
GDDY,9/20/2024,HOLD,HOLD,0,160.5500030517578,13.267277,68.89766469849236,BUY,HOLD,downward,SELL,BUY,HOLD,0
GDL,9/20/2024,SELL,SELL,0,8.06000042,18.76744,70.81288410930568,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GDO,9/20/2024,SELL,SELL,0,12.979999542236328,22.01678,84.64204038631667,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GDV,9/20/2024,SELL,SELL,0,24.309999465942383,7.988981,83.53500117358543,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GE,9/20/2024,SELL,SELL,0,187.42999267578125,50.475407,93.19251769150223,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GEF,9/20/2024,SELL,SELL,0,62.93000030517578,13.680435,79.71567633652242,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GEO,9/20/2024,SELL,SELL,0,12.369999885559082,49.6,26.106198798032906,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GES,9/20/2024,HOLD,HOLD,0,19.280000686645508,7.220974,60.16015875079818,BUY,HOLD,downward,SELL,BUY,HOLD,0
GEV,9/20/2024,SELL,SELL,0,245.4600067138672,62.10606,95.87977342442632,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GETY,9/20/2024,SELL,SELL,0,3.619999885559082,41.055553,77.77774098480083,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GFF,9/20/2024,SELL,SELL,0,67.87999725341797,18.749325,78.92106928916667,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GFI,9/20/2024,SELL,SELL,0,15.149999618530273,21.267607,91.87758050084625,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GGB,9/20/2024,SELL,SELL,0,3.259999990463257,7.431818,43.58975142730161,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GGG,9/20/2024,SELL,SELL,0,84.58999633789062,29.209341,74.31818050458052,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GGT,9/20/2024,SELL,SELL,0,5.010000228881836,21.47826,68.92165270356443,BUY,SELL,downward,SELL,BUY,HOLD,-0.5
GHC,9/20/2024,SELL,SELL,0,795.8499755859375,26.362825,78.68584930391471,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GHI,9/20/2024,HOLD,HOLD,0,13.579999923706055,10.93976,48.27585753,BUY,HOLD,downward,SELL,BUY,HOLD,0
GHG,9/20/2024,HOLD,HOLD,0,2.5199999809265137,7.2285714,58.88888417938409,BUY,HOLD,downward,SELL,BUY,HOLD,0
GHLD,9/20/2024,SELL,SELL,0,16.739999771118164,40.023254,52.33160980199155,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GHM,9/20/2024,SELL,SELL,0,30.34000015258789,69.818184,82.25354095,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GIB,9/20/2024,SELL,SELL,0,112.76000213623047,21.359314,47.113165193060595,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GHY,9/20/2024,SELL,SELL,0,12.59000015258789,10.573949,65.21425920234992,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GIC,9/20/2024,SELL,SELL,0,33.22999954223633,18.642458,77.62040487,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GIL,9/20/2024,SELL,SELL,0,45.720001220703125,18.944214,77.31626433706717,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GIS,9/20/2024,SELL,SELL,0,74.51000213623047,17.755953,43.469385848545436,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GL,9/20/2024,SELL,SELL,0,106.26000213623047,9.703887,65.91659583021024,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GLOB,9/20/2024,SELL,SELL,0,189.10000610351562,49.31593,31.431291621733692,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GLP,9/20/2024,HOLD,HOLD,0,45.150001525878906,16.175182,65.40616089360046,BUY,HOLD,downward,SELL,BUY,HOLD,0
GLW,9/20/2024,SELL,SELL,0,44.5,86.70589,94.68356337424237,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GME,9/20/2024,HOLD,HOLD,0,21.850000381469727,156.07143,37.14285781982211,BUY,HOLD,downward,SELL,BUY,HOLD,0
GM,9/20/2024,HOLD,HOLD,0,48.880001068115234,5.4573035,60.39324563,BUY,HOLD,downward,SELL,BUY,HOLD,0
GMED,9/20/2024,HOLD,HOLD,0,70.63999938964844,353.19998,58.06452223595805,BUY,HOLD,downward,SELL,BUY,HOLD,0
GMS,9/20/2024,SELL,SELL,0,90.19999694824219,15.372533,77.13585666140231,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GNK,9/20/2024,SELL,SELL,0,17.969999313354492,53.67029,77.18943621057393,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GNE,9/20/2024,SELL,SELL,0,16.799999237060547,60.60714,55.183937954390764,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GNRC,9/20/2024,HOLD,HOLD,0,141.75999450683594,36.53608,59.421530264815466,BUY,HOLD,downward,SELL,BUY,HOLD,0
GNT,9/20/2024,SELL,SELL,0,5.989999771118164,10.857142,77.58791470735719,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GNW,9/20/2024,SELL,SELL,0,6.880000114440918,57.083332,74.00000190734681,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GNTY,9/20/2024,HOLD,HOLD,0,34.689998626708984,15.72807,59.365077250609744,BUY,HOLD,downward,SELL,BUY,HOLD,0
GOF,9/20/2024,SELL,SELL,0,15.630000114440918,8.672222,73.55423515221631,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GOLD,9/20/2024,SELL,SELL,0,20.37999916,23.494186,70.29518165566364,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GPC,9/20/2024,HOLD,HOLD,0,137.02000427246094,15.814815,52.39208466573132,BUY,HOLD,downward,SELL,BUY,HOLD,0
GOLF,9/20/2024,SELL,SELL,0,63.369998931884766,21.422297,40.88619328805124,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GOOS,9/20/2024,HOLD,HOLD,0,10.510000228881836,26.55,55.26315129034606,BUY,HOLD,downward,SELL,BUY,HOLD,0
GPK,9/20/2024,SELL,SELL,0,30.110000610351562,12.83547,63.13265226335784,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GPI,9/20/2024,HOLD,HOLD,0,382.9700012207031,9.479882,69.11038839620709,BUY,HOLD,downward,SELL,BUY,HOLD,0
GPJA,9/20/2024,HOLD,HOLD,0,25.12000084,0.15491149,63.79325653513633,BUY,HOLD,downward,SELL,BUY,HOLD,0
GPN,9/20/2024,SELL,SELL,0,110.69000244140625,20.320185,55.565407279592236,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GPRK,9/20/2024,HOLD,HOLD,0,7.559999942779541,3.880829,45.87155682,BUY,HOLD,downward,SELL,BUY,HOLD,0
GPOR,9/20/2024,SELL,SELL,0,148.92999267578125,3.7287357,90.88850282310604,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GRBK,9/20/2024,SELL,SELL,0,80.11000061035156,11.171703,73.43173660280684,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GRC,9/20/2024,SELL,SELL,0,38.380001068115234,29.274809,79.34781978,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GRMN,9/20/2024,SELL,SELL,0,171,23.861538,22.535210212572153,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GRNT,9/20/2024,HOLD,HOLD,0,6.230000019073486,14.930232,62.499979680248394,BUY,HOLD,downward,SELL,BUY,HOLD,0
GS,9/20/2024,HOLD,HOLD,0,498.42999267578125,15.906059,57.063021815243744,BUY,HOLD,downward,SELL,BUY,HOLD,0
GSBD,9/20/2024,SELL,SELL,0,14.350000381469727,17.27711,77.27275190274257,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GSK,9/20/2024,HOLD,HOLD,0,40.79999923706055,13.691275,20.166339787122496,SELL,BUY,downward,SELL,BUY,HOLD,0
GSL,9/20/2024,SELL,SELL,0,24.37999916,2.7013276,73.55372421924753,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GTES,9/20/2024,SELL,SELL,0,17.719999313354492,19.080647,79.20355476035749,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GTLS,9/20/2024,SELL,SELL,0,122.43000030517578,54.830357,77.27677009977243,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GTN,9/20/2024,HOLD,HOLD,0,5.03000021,74.14286,65.39700978939186,BUY,HOLD,downward,SELL,BUY,HOLD,0
GTY,9/20/2024,SELL,SELL,0,31.979999542236328,27.07563,58.08080224258013,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GUG,9/20/2024,SELL,SELL,0,16.09000015258789,7.6390047,53.01454257670624,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GUT,9/20/2024,SELL,SELL,0,5.309999942779541,48.318184,39.92587904545853,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
GVA,9/20/2024,SELL,SELL,0,80.27999877929688,39.912933,96.92735882430664,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GWW,9/20/2024,SELL,SELL,0,1032.219970703125,28.233618,93.70103140383154,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
GXO,9/20/2024,SELL,SELL,0,51.50999832,43.775425,77.30262084681235,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HAFN,9/20/2024,HOLD,HOLD,0,7.380000114440918,4.7628207,67.82611435890439,BUY,HOLD,downward,SELL,BUY,HOLD,0
H,9/20/2024,SELL,SELL,0,154.88999938964844,16.52739,77.33010724273853,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HAE,9/20/2024,HOLD,HOLD,0,74.83000183105469,33.55157,61.82429907184422,BUY,HOLD,downward,SELL,BUY,HOLD,0
HAL,9/20/2024,HOLD,HOLD,0,29.469999313354492,9.757476,62.229095768458336,BUY,HOLD,downward,SELL,BUY,HOLD,0
HASI,9/20/2024,SELL,SELL,0,34.650001525878906,15.391111,80.96516966200551,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HAYW,9/20/2024,HOLD,HOLD,0,14.75,35.97561,66.12904528302032,BUY,HOLD,downward,SELL,BUY,HOLD,0
HBB,9/20/2024,SELL,SELL,0,29.969999313354492,11.724696,85.29410802231784,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HBM,9/20/2024,SELL,SELL,0,7.820000171661377,28.870369,91.53225821957501,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HCA,9/20/2024,SELL,SELL,0,404.6600036621094,18.88996,79.7885616,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HCC,9/20/2024,HOLD,HOLD,0,55.09000015258789,6.803218,66.07518866,BUY,HOLD,downward,SELL,BUY,HOLD,0
HCXY,9/20/2024,SELL,SELL,0,25.420000076293945,19.60792,47.97293640054127,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HCI,9/20/2024,HOLD,HOLD,0,105.04000091552734,8.176654,63.248319130320475,BUY,HOLD,downward,SELL,BUY,HOLD,0
HD,9/20/2024,SELL,SELL,0,389.8599853515625,26.19637,95.58054874529235,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HDB,9/20/2024,SELL,SELL,0,65.73000336,20.780064,90.73360694068151,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HEI,9/20/2024,SELL,SELL,0,265.80999755859375,77.49267,75.18574696694532,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HEQ,9/20/2024,SELL,SELL,0,10.720000267028809,9.148306,60.19555555555555,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HES,9/20/2024,SELL,SELL,0,134.39999389648438,15.557109,77.11875472476119,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HESM,9/20/2024,SELL,SELL,0,35.56999969482422,15.417391,52.08915543333425,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HG,9/20/2024,SELL,SELL,0,18.520000457763672,4.122222,38.52462156003643,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HGLB,9/20/2024,SELL,SELL,0,7.809999942779541,9.775,47.99995422363281,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HGTY,9/20/2024,SELL,SELL,0,10.65999984741211,71.266,15.46395705521472,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HGV,9/20/2024,HOLD,HOLD,0,37.15999984741211,25.737762,66.89059424,BUY,HOLD,downward,SELL,BUY,HOLD,0
HIE,9/20/2024,SELL,SELL,0,12.010000228881836,11.79902,56.79016560977505,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HIG,9/20/2024,SELL,SELL,0,116.31999969482422,12.196842,46.071878831839456,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HII,9/20/2024,HOLD,HOLD,0,267.5100098,14.195595,49.50349582161691,BUY,HOLD,downward,SELL,BUY,HOLD,0
HIMS,9/20/2024,SELL,SELL,0,16.299999237060547,203.75,77.43270869968183,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HIO,9/20/2024,SELL,SELL,0,4.010000228881836,11.152777,69.99997615828988,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HIW,9/20/2024,SELL,SELL,0,33.25,23.645391,76.20575307398728,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HIX,9/20/2024,SELL,SELL,0,4.489999771118164,9.146122,82.77136836,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HKD,9/20/2024,SELL,SELL,0,2.9800000190734863,8.90606,81.50405263040574,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HLF,9/20/2024,HOLD,HOLD,0,7.21999979,8.75,65.38460974156878,BUY,HOLD,downward,SELL,BUY,HOLD,0
HLI,9/20/2024,HOLD,HOLD,0,160.3000030517578,35.427937,69.31643821011204,BUY,HOLD,downward,SELL,BUY,HOLD,0
HLLY,9/20/2024,SELL,SELL,0,3.0999999046325684,17.222221,50.704223933237486,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HLIO,9/20/2024,SELL,SELL,0,44.279998779296875,50.157303,71.22762036053281,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HLN,9/20/2024,SELL,SELL,0,10.520000457763672,33.919357,58.666685316321455,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HLT,9/20/2024,SELL,SELL,0,224.63999938964844,47.25633,72.69534917761807,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HMC,9/20/2024,SELL,SELL,0,32.720001220703125,6.5858583,70.87717161360787,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HMN,9/20/2024,HOLD,HOLD,0,34.75,17.588833,66.00846316648719,BUY,HOLD,downward,SELL,BUY,HOLD,0
HMY,9/20/2024,SELL,SELL,0,10.289999961853027,13.344155,81.65138818712146,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HNI,9/20/2024,SELL,SELL,0,52.29999923706055,21.24089,70.74569733890003,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HOG,9/20/2024,HOLD,HOLD,0,38.58000183105469,7.869433,64.21851607,BUY,HOLD,downward,SELL,BUY,HOLD,0
HOMB,9/20/2024,HOLD,HOLD,0,27.43000030517578,14.486911,64.08165012981655,BUY,HOLD,downward,SELL,BUY,HOLD,0
HOV,9/20/2024,SELL,SELL,0,214.9199981689453,6.7685585,77.33221602953083,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HP,9/20/2024,HOLD,HOLD,0,32.619998931884766,9.415697,64.67576531,BUY,HOLD,downward,SELL,BUY,HOLD,0
HPF,9/20/2024,SELL,SELL,0,17.87999916,297.33334,100,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HPE,9/20/2024,HOLD,HOLD,0,18.809999465942383,13.195035,63.72433371,BUY,HOLD,downward,SELL,BUY,HOLD,0
HPI,9/20/2024,SELL,SELL,0,18.559999465942383,619,93.88647602738008,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HPQ,9/20/2024,HOLD,HOLD,0,34.75999832,12.103509,62.45395824077208,BUY,HOLD,downward,SELL,BUY,HOLD,0
HPS,9/20/2024,SELL,SELL,0,16.74500084,208.9375,82.07552862,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HQH,9/20/2024,SELL,SELL,0,18.799999237060547,14.342138,62.83896827480282,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HQL,9/20/2024,SELL,SELL,0,15.550000190734863,11.568582,79.92080529252435,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HRL,9/20/2024,SELL,SELL,0,31.770000457763672,22.17133,40.15624739230052,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HRB,9/20/2024,SELL,SELL,0,64.45999908447266,15.487924,64.28570455434107,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HRI,9/20/2024,SELL,SELL,0,155.3699951171875,13.000839,87.41124481850994,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HRTG,9/20/2024,SELL,SELL,0,15.65999984741211,8.142857,48.86363759513713,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HSBC,9/20/2024,HOLD,HOLD,0,44.16999816894531,7.612931,57.214707324347884,BUY,HOLD,downward,SELL,BUY,HOLD,0
HSHP,9/20/2024,SELL,SELL,0,8.210000038146973,29.42857,78.24742485,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HSY,9/20/2024,SELL,SELL,0,195.42999267578125,21.550388,22.503433771139157,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HTD,9/20/2024,SELL,SELL,0,22.65999984741211,20.743118,84.25527601973018,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HTGC,9/20/2024,SELL,SELL,0,19.579999923706055,10.924582,87.98445142,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HUM,9/20/2024,SELL,SELL,0,310.4100036621094,21.723946,16.319956606023993,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HTH,9/20/2024,HOLD,HOLD,0,32.81999969482422,18.857143,67.36843795989745,BUY,HOLD,downward,SELL,BUY,HOLD,0
HUBB,9/20/2024,SELL,SELL,0,426.0100098,31.481508,97.18222369748727,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HWM,9/20/2024,SELL,SELL,0,97.44999694824219,43.27111,79.55970240565823,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HVT,9/20/2024,SELL,SELL,0,27.549999237060547,11.824035,71.09208662065338,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HXL,9/20/2024,HOLD,HOLD,0,61.099998474121094,47.929134,59.23748646399198,BUY,HOLD,downward,SELL,BUY,HOLD,0
HY,9/20/2024,SELL,SELL,0,61.79999923706055,6.1781783,81.24265179069349,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HYI,9/20/2024,SELL,SELL,0,12.359999656677246,11.771429,100,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HYB,9/20/2024,SELL,SELL,0,8.25,9.809524,43.51575553,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
HZO,9/20/2024,SELL,SELL,0,35.66999816894531,16.685446,86.63028912082393,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
HYT,9/20/2024,SELL,SELL,0,9.93999958,8.647826,50.92900924087497,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IBN,9/20/2024,SELL,SELL,0,31.37999916,20.791391,92.61358464066029,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
IAE,9/20/2024,SELL,SELL,0,6.429999828338623,13.354167,72.09303872917302,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
IAG,9/20/2024,SELL,SELL,0,5.480000019073486,22.747084,83.16831309215135,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IBM,9/20/2024,SELL,SELL,0,217.6999969482422,23.920067,81.72860951,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IBP,9/20/2024,SELL,SELL,0,239.19000244140625,26.77846,82.24835142908933,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
ICE,9/20/2024,SELL,SELL,0,159.83999633789062,39.66253,49.129410529493214,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
ICL,9/20/2024,SELL,SELL,0,3.799999952316284,11.560606,34.66665437486827,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IBTA,9/20/2024,SELL,SELL,0,63.13999938964844,786.3125,95.83939183164995,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
IDA,9/20/2024,SELL,SELL,0,102.22000122070312,19.133644,36.87155203,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IDT,9/20/2024,SELL,SELL,0,39.00999832,27.985716,76.43672932038238,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
IEX,9/20/2024,SELL,SELL,0,208.72999572753906,27.40903,86.26096545808907,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
IDE,9/20/2024,SELL,SELL,0,10.899999618530273,7.8802896,72.65448565361001,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
IFN,9/20/2024,SELL,SELL,0,18.829999923706055,3.5492423,82.35294118,BUY,SELL,downward,SELL,BUY,HOLD,-0.5
IGA,9/20/2024,SELL,SELL,0,9.359999656677246,12.6418915,40.27767843660842,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IFS,9/20/2024,SELL,SELL,0,24.510000228881836,11.37788,55.62130311077604,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IGD,9/20/2024,SELL,SELL,0,5.570000171661377,13.925,45.161325055836194,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IGI,9/20/2024,SELL,SELL,0,18.079999923706055,18.64433,69.69684709418257,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IGT,9/20/2024,SELL,SELL,0,21.670000076293945,20.78654,54.44842092044955,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IH,9/20/2024,HOLD,HOLD,0,1.5700000524520874,4.2410526,50,BUY,HOLD,downward,SELL,BUY,HOLD,0
IGR,9/20/2024,SELL,SELL,0,6.28000021,33,38.235310617195296,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IHD,9/20/2024,HOLD,HOLD,0,5.330999851226807,9.076272,67.56756259,BUY,HOLD,downward,SELL,BUY,HOLD,0
IHG,9/20/2024,SELL,SELL,0,108.20999908447266,27.79897,83.75492979906755,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
IIF,9/20/2024,SELL,SELL,0,29.84000015258789,3.398791,100,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
IIIN,9/20/2024,SELL,SELL,0,30.93000030517578,31.201925,55.06870011316027,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IIM,9/20/2024,SELL,SELL,0,12.850000381469727,12.959596,60.12564597022824,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
IIPR,9/20/2024,SELL,SELL,0,134.91000366210938,23.695423,92.43057778,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
IMAX,9/20/2024,SELL,SELL,0,20.12000084,51.564106,24.210559073551323,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
INFA,9/20/2024,HOLD,HOLD,0,25.479999542236328,45.392857,63.47517370728168,BUY,HOLD,downward,SELL,BUY,HOLD,0
INFY,9/20/2024,SELL,SELL,0,22.850000381469727,29.538963,56.42456493293382,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
INGR,9/20/2024,SELL,SELL,0,134.97999572753906,13.657815,45.39944506637405,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
